"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"jiraphr.phn@rmutto.ac.th","Cs12345678","707064424533-0","จิราภรณ์","พงศ์ธร","0930462495","21-03-2547","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","635833065906-1","2566"
"wisrut.aph@rmutto.ac.th","Cs12345678","546717791418-1","วิศรุต","ณัฐพงษ์","0923644340","6/1/2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","193129348485-4","2565"
"phathrphl.sup@rmutto.ac.th","Cs12345678","551520955715-8","ภัทรพล","ศุภพงษ์","0832419877","2/9/2547","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2566"
"ssithr.pha@rmutto.ac.th","Cs12345678","646318948151-9","ศศิธร","ภานุพงศ์","0819745457","16-03-2543","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","635833065906-1","2566"
"ophichati.jit@rmutto.ac.th","Cs12345678","494589577813-7","อภิชาติ","จิตตะวี","0849030317","16-02-2548","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","636634313387-1","2567"
"jindaphr.thn@rmutto.ac.th","Cs12345678","835560327448-5","จินดาภร","ธนากร","0890481422","21-11-2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด","682974911675-2","2567"
"nphdl.thi@rmutto.ac.th","Cs12345678","449430495967-6","นพดล","ธีรพงศ์","0816208658","21-05-2547","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2567"
"ophiratn.wic@rmutto.ac.th","Cs12345678","514090323461-0","อภิรัตน์","วิชิต","0813358182","25-04-2543","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","227571974148-8","2567"
"wichit.oph@rmutto.ac.th","Cs12345678","562988369959-8","วิชิต","อภิชัย","0660557501","5/12/2549","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","227571974148-8","2565"
"chnika.pit@rmutto.ac.th","Cs12345678","677932486265-4","ชนิกา","ปณิธาน","0610923421","28-03-2543","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","642312664892-5","2567"
"puwich.sup@rmutto.ac.th","Cs12345678","900587966977-5","ปุณณวิช","ศุภพงษ์","0615741133","9/2/2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2567"
"kantthira.wre@rmutto.ac.th","Cs12345678","331153823456-0","กานต์ธีรา","วรเวช","0975816725","28-04-2545","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2565"
"phimphaij.sra@rmutto.ac.th","Cs12345678","407919807469-8","พิมพ์ใจ","ศราวุธ","0890171372","9/9/2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2566"
"sunthri.oak@rmutto.ac.th","Cs12345678","139023422243-5","สุนทรี","อัครพล","0958778936","18-03-2547","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2567"
"kittiphngs.sit@rmutto.ac.th","Cs12345678","140809164354-5","กิตติพงษ์","สิทธิชัย","0951330842","2/8/2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2567"
"bdinthr.nph@rmutto.ac.th","Cs12345678","480849750720-2","บดินทร์","นพดล","0682098061","5/8/2548","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2566"
"wrayya.sit@rmutto.ac.th","Cs12345678","147359108926-3","วรัญญา","สิทธิพงษ์","0608734494","12/5/2549","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2566"
"jiraphr.cha@rmutto.ac.th","Cs12345678","542417900623-8","จิราภรณ์","ชัยมงคล","0889760038","11/7/2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2567"
"thwachphngs.pay@rmutto.ac.th","Cs12345678","387174929025-9","ธวัชพงศ์","ปัญญา","0925312499","8/4/2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2566"
"siwkr.smb@rmutto.ac.th","Cs12345678","649035196658-4","ศิวกร","สมบูรณ์","0872653279","15-02-2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2565"
"phrri.pit@rmutto.ac.th","Cs12345678","732476726545-3","พรรณี","ปิติพงศ์","0891305298","7/5/2545","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2567"
"wrwithy.piy@rmutto.ac.th","Cs12345678","714510237561-3","วรวิทย์","ปิยวัฒน์","0897505279","3/1/2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2565"
"aa.sur@rmutto.ac.th","Cs12345678","636543252190-5","ณัฐฐา","สุริยะ","0805311610","9/1/2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2566"
"thnkr.phu@rmutto.ac.th","Cs12345678","686097795400-4","ธนกร","ภูมิวัฒน์","0828767642","22-06-2548","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","642312664892-5","2567"
"phathrphngs.chw@rmutto.ac.th","Cs12345678","673474935333-6","ภัทรพงศ์","ชวลิต","0908447178","5/8/2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","227571974148-8","2567"
"jindaratn.mon@rmutto.ac.th","Cs12345678","453126631756-9","จินดารัตน์","มโนชัย","0830705950","13-07-2547","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","642312664892-5","2567"
"parichati.smb@rmutto.ac.th","Cs12345678","951247583824-6","ปาริชาติ","สมบูรณ์","0874046961","16-09-2543","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2566"
"prems.sup@rmutto.ac.th","Cs12345678","108874394747-6","ปรเมศ","ศุภพงษ์","0943212781","18-05-2548","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2567"
"suthida.sak@rmutto.ac.th","Cs12345678","729001352644-1","สุธิดา","ศักดากร","0679798515","12/8/2547","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2566"
"thwach.phk@rmutto.ac.th","Cs12345678","656684238146-6","ธวัช","พฤกษ์ทวี","0835042167","12/6/2548","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","803982487249-9","2566"
"sunthri.puw@rmutto.ac.th","Cs12345678","746005137744-9","สุนทรี","ปุณณวิช","0641859104","5/5/2546","พุทธ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","227571974148-8","2565"
"orthay.phi@rmutto.ac.th","Cs12345678","330007220881-2","อรทัย","พีรพล","0944788629","1/10/2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","227571974148-8","2567"
"juamas.sri@rmutto.ac.th","Cs12345678","330365780939-0","จุฑามาศ","ศรีมงคล","0692788469","23-12-2545","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","152437277812-4","2565"
"mngkhl.nph@rmutto.ac.th","Cs12345678","410275870925-4","มงคล","นฤพนธ์","0865466607","17-07-2544","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การตลาด (2 ปี ต่อเนื่อง)","964372653902-2","2566"
"suphwichy.san@rmutto.ac.th","Cs12345678","895191798236-0","ศุภวิชญ์","สันติวงศ์","0664616893","16-09-2543","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2565"
"suwichcha.thn@rmutto.ac.th","Cs12345678","398038391009-4","สุวิชชา","ธนพล","0680609514","13-06-2547","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"jiraphr.thn@rmutto.ac.th","Cs12345678","852563212706-0","จิราภรณ์","ธนวัฒน์","0917035336","19-07-2546","อิสลาม","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2567"
"sunthri.swa@rmutto.ac.th","Cs12345678","445522670005-2","สุนทรี","สวัสดิ์สุข","0844528132","8/7/2545","ไม่ระบุ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2565"
"ophirdi.phr@rmutto.ac.th","Cs12345678","411317944656-1","อภิรดี","พรเทพ","0804722525","2/1/2544","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2565"
"jiraphr.wrp@rmutto.ac.th","Cs12345678","254008131649-9","จิราพร","วรพล","0601969301","24-08-2549","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2566"
"thirphan.mir@rmutto.ac.th","Cs12345678","976065769925-5","ธีรพัฒน์","มณีรัตน์","0999512582","17-12-2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2565"
"thnakr.pit@rmutto.ac.th","Cs12345678","293084138191-0","ธนากร","ปิติศักดิ์","0955948843","25-09-2543","ไม่ระบุ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"ophichya.pha@rmutto.ac.th","Cs12345678","981449455425-5","อภิชญา","ภานุวิชญ์","0884427086","21-12-2544","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"thnkt.phr@rmutto.ac.th","Cs12345678","786182640402-4","ธนกฤต","พรเทพ","0645999016","18-02-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"wraphr.wis@rmutto.ac.th","Cs12345678","844778755539-2","วราภรณ์","วิศรุต","0853586550","23-04-2545","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"pida.kit@rmutto.ac.th","Cs12345678","983272808534-9","ปณิดา","กิตติพงศ์","0933186539","18-01-2548","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"thiredch.wrc@rmutto.ac.th","Cs12345678","518293223136-1","ธีรเดช","วรชาติ","0610172536","18-07-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2566"
"oaychna.kit@rmutto.ac.th","Cs12345678","266796436110-3","อัญชนา","กิตติพงษ์","0805626268","12/1/2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2565"
"kittiphan.thn@rmutto.ac.th","Cs12345678","579540577385-3","กิตติพัฒน์","ธนวัฒน์","0923195399","7/11/2549","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"oaychna.onu@rmutto.ac.th","Cs12345678","477140354054-3","อัญชนา","อนุชา","0941973666","23-10-2547","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2566"
"phirphan.khu@rmutto.ac.th","Cs12345678","878107291479-4","พีรพัฒน์","คุ้มวงศ์","0916071734","7/12/2544","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2566"
"priyya.oak@rmutto.ac.th","Cs12345678","621148148505-3","ปริญญา","อัครพล","0629735086","28-03-2546","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"ophisiththi.kit@rmutto.ac.th","Cs12345678","496691191470-9","อภิสิทธิ์","กิตติพงษ์","0693211121","1/12/2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"jindaratn.phn@rmutto.ac.th","Cs12345678","971692410748-4","จินดารัตน์","พงศ์เดช","0962266471","19-01-2543","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2565"
"phirphl.wrc@rmutto.ac.th","Cs12345678","738624203178-9","พีรพล","วรชาติ","0953873418","20-09-2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2565"
"phathredch.cha@rmutto.ac.th","Cs12345678","942905729794-1","ภัทรเดช","ชัยมงคล","0635123557","6/3/2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"thnida.buy@rmutto.ac.th","Cs12345678","163975201307-4","ธนิดา","บุญมี","0945258735","16-04-2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2567"
"jirphph.sra@rmutto.ac.th","Cs12345678","808583995977-6","จิรภพ","ศราวุธ","0911068998","12/8/2544","อิสลาม","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"sujitra.pha@rmutto.ac.th","Cs12345678","748610851779-0","สุจิตรา","ภานุพงษ์","0994517642","17-05-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2567"
"thrngphl.sup@rmutto.ac.th","Cs12345678","583843627960-8","ทรงพล","ศุภพงษ์","0922995769","3/11/2544","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2567"
"suthida.onu@rmutto.ac.th","Cs12345678","487652948516-9","สุธิดา","อนุวัฒน์","0648942853","26-07-2547","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2567"
"ssithr.aph@rmutto.ac.th","Cs12345678","200660424561-5","ศศิธร","ณัฐพงษ์","0992763297","7/3/2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"phanuwichy.suw@rmutto.ac.th","Cs12345678","587619361612-0","ภานุวิชญ์","สุวรรณ","0631080117","16-03-2546","พุทธ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"priyya.wrp@rmutto.ac.th","Cs12345678","411932797182-0","ปริญญา","วรพัฒน์","0931257908","18-04-2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2567"
"kittiphngs.oph@rmutto.ac.th","Cs12345678","928893494684-7","กิตติพงษ์","อภิวัฒน์","0883419566","5/3/2546","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2566"
"sirinthr.cha@rmutto.ac.th","Cs12345678","689042154471-9","สิรินทร์","ชัชวาล","0880412642","21-10-2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"chutima.pha@rmutto.ac.th","Cs12345678","178951357151-7","ชุติมา","ภัทรเดช","0828198816","6/1/2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2566"
"oayyaratn.phu@rmutto.ac.th","Cs12345678","603949420746-7","อัญญารัตน์","ภู่ทอง","0699417002","18-05-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2566"
"kittiphan.puw@rmutto.ac.th","Cs12345678","424221325260-9","กิตติพัฒน์","ปุณณวิช","0682217177","20-10-2546","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"nanthna.wic@rmutto.ac.th","Cs12345678","574225763286-3","นันทนา","วิชิต","0998915223","25-09-2546","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"oronngkh.wic@rmutto.ac.th","Cs12345678","546736156192-8","อรอนงค์","วิชชุวัฒน์","0670068879","16-10-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2567"
"phimphchnk.awu@rmutto.ac.th","Cs12345678","579819137287-6","พิมพ์ชนก","ณัฐวุฒิ","0653459141","23-12-2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"ophiratn.oak@rmutto.ac.th","Cs12345678","828537164619-9","อภิรัตน์","อัครวัฒน์","0815375681","20-01-2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2567"
"jindaratnphr.sin@rmutto.ac.th","Cs12345678","454391374043-9","จินดารัตน์พร","สิงห์ทอง","0656826908","23-08-2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2567"
"nthi.puw@rmutto.ac.th","Cs12345678","261635763552-7","นที","ปุณณวิช","0910925741","13-05-2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2565"
"oaychuli.thn@rmutto.ac.th","Cs12345678","618833129377-8","อัญชุลี","ธนกร","0926392844","17-09-2544","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2566"
"suthasini.wrc@rmutto.ac.th","Cs12345678","342268887116-0","สุธาสินี","วรชาติ","0967864973","11/7/2546","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2567"
"wrutm.phi@rmutto.ac.th","Cs12345678","977060290465-3","วรุตม์","พีรพัฒน์","0627995595","10/12/2543","คริสต์","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"jarui.sur@rmutto.ac.th","Cs12345678","522256658093-8","จารุณี","สุรศักดิ์","0642570739","24-09-2543","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2565"
"suriyratn.aek@rmutto.ac.th","Cs12345678","658306531930-1","สุรีย์รัตน์","แก้วใส","0974582581","11/8/2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"wilawaly.sud@rmutto.ac.th","Cs12345678","910922235039-5","วิลาวัลย์","สุดใจ","0690711027","4/1/2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2566"
"ophirdi.wir@rmutto.ac.th","Cs12345678","109285546695-8","อภิรดี","วีระพงษ์","0922041884","17-10-2543","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"onant.onu@rmutto.ac.th","Cs12345678","694231934050-1","อนันต์","อนุชา","0920780739","17-11-2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"wichay.wic@rmutto.ac.th","Cs12345678","518386761036-7","วิชาญ","วิชิต","0654078822","7/6/2548","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"jintna.kul@rmutto.ac.th","Cs12345678","772942795545-9","จินตนา","กุลประเสริฐ","0961983229","14-09-2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"aphl.phn@rmutto.ac.th","Cs12345678","998124768200-4","ณัฐพล","พงศกร","0948373920","2/6/2546","อิสลาม","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2566"
"kittiphngs.sur@rmutto.ac.th","Cs12345678","101058955313-2","กิตติพงษ์","สุริยะ","0898660723","26-05-2549","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"wremth.kit@rmutto.ac.th","Cs12345678","184011870877-0","วรเมธ","กิตติภพ","0875985472","2/9/2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"pithan.oph@rmutto.ac.th","Cs12345678","663921878552-4","ปณิธาน","อภิชัย","0913950178","5/7/2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"suwlaks.thn@rmutto.ac.th","Cs12345678","740316712825-8","สุวลักษณ์","ธนากร","0873852067","28-06-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2565"
"thnkr.sri@rmutto.ac.th","Cs12345678","802419248091-7","ธนกร","ศรีสุวรรณ","0827810144","20-08-2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2567"
"nphdl.suw@rmutto.ac.th","Cs12345678","664374765493-8","นพดล","สุวรรณชัย","0997700591","2/12/2549","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"ktphph.pay@rmutto.ac.th","Cs12345678","828844139802-7","กฤตภพ","ปัญญา","0953275764","24-12-2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"phirphathr.thn@rmutto.ac.th","Cs12345678","725753776254-3","พีรภัทร์","ธนพงษ์","0908272438","16-07-2545","พุทธ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2565"
"priyya.oin@rmutto.ac.th","Cs12345678","860315165688-3","ปริญญา","อินทร์แก้ว","0880575221","9/12/2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"chutima.wrw@rmutto.ac.th","Cs12345678","673524836909-3","ชุติมา","วรวิชญ์","0612125654","10/7/2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","467738310725-2","2565"
"thnphngs.thi@rmutto.ac.th","Cs12345678","360833671592-7","ธนพงษ์","ธีรพงศ์","0982493835","12/11/2549","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"kantchay.puw@rmutto.ac.th","Cs12345678","924267992886-9","กานต์ชัย","ปุณณวิช","0607753892","19-01-2544","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2565"
"jintphr.suk@rmutto.ac.th","Cs12345678","592815931185-0","จินตพร","สุขสวัสดิ์","0801312037","18-02-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"ophichnanth.thn@rmutto.ac.th","Cs12345678","833839312500-4","อภิชนันท์","ธนากร","0641695573","18-09-2546","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2566"
"santisukh.thn@rmutto.ac.th","Cs12345678","366706463893-3","สันติสุข","ธนกฤต","0626513477","21-12-2549","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"phirphl.sup@rmutto.ac.th","Cs12345678","313713416571-0","พีรพล","ศุภศักดิ์","0951052171","15-04-2547","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","554688326168-0","2567"
"ophiraks.mon@rmutto.ac.th","Cs12345678","321463140095-3","อภิรักษ์","มโนชัย","0923560474","19-06-2545","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","174535731164-6","2565"
"suwnanth.thi@rmutto.ac.th","Cs12345678","553451861184-1","สุวนันท์","ธีรเดช","0602017533","8/9/2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","431398638300-6","2566"
"wrwichy.phn@rmutto.ac.th","Cs12345678","567291231730-2","วรวิชญ์","พงศ์พันธ์","0822101627","20-10-2549","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี","366969416850-3","2565"
"phngsphathr.thn@rmutto.ac.th","Cs12345678","496480223559-4","พงศ์ภัทร","ธนพล","0942525266","20-01-2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","830796292266-2","2565"
"pithan.oak@rmutto.ac.th","Cs12345678","146750364455-5","ปณิธาน","อัครพล","0958235630","13-03-2547","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2566"
"oayphachr.phn@rmutto.ac.th","Cs12345678","893889397448-6","อัญพัชร","พงศ์ศักดิ์","0984243671","9/8/2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2565"
"smchay.pri@rmutto.ac.th","Cs12345678","605850569561-9","สมชาย","ปริญญา","0613506525","17-06-2544","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","376448720378-9","2565"
