Users_Email,Users_Password,Student_Code,Student_FirstName,Student_LastName,Student_Birthdate,Student_Religion,Student_MedicalProblem,Faculty_Name,Department_Name,Teacher_Code,Student_AcademicYear
oakhrphngs.kit@rmutto.ac.th,Cs12345678,599891316654-0,อัครพงศ์,กิตติศักดิ์,2/4/2548,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2565
kongphph.ois@rmutto.ac.th,Cs12345678,156575479061-6,ก้องภพ,อิศรา,20-02-2547,ไม่ระบุ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,332602797672-1,2567
jiraphr.pay@rmutto.ac.th,Cs12345678,638536965880-6,จิราภรณ์,ปัญญาดี,14-10-2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2566
faais.thw@rmutto.ac.th,Cs12345678,286971844761-1,ฟ้าใส,ทวีโชติ,4/2/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,332602797672-1,2567
phngsphathr.wrp@rmutto.ac.th,Cs12345678,962272943456-6,พงศ์ภัทร,วรพัฒน์,2/2/2545,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2567
phimphchnk.onu@rmutto.ac.th,Cs12345678,850124245457-9,พิมพ์ชนก,อนุชา,20-01-2548,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2567
jiraphr.wre@rmutto.ac.th,Cs12345678,662672389396-9,จิราพร,วรเวช,26-12-2546,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2567
jintpha.wic@rmutto.ac.th,Cs12345678,959776629145-2,จินตภา,วิชิต,3/3/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2567
ophichay.wre@rmutto.ac.th,Cs12345678,285446763902-8,อภิชัย,วรเวช,5/10/2544,อิสลาม,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2565
nanthna.sup@rmutto.ac.th,Cs12345678,523312753281-9,นันทนา,ศุภพงษ์,20-11-2549,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2567
prems.oru@rmutto.ac.th,Cs12345678,832736602524-6,ปรเมศ,อรุณ,12/6/2544,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2565
sunthri.phu@rmutto.ac.th,Cs12345678,896692878640-8,สุนทรี,ภู่ทอง,24-03-2547,พุทธ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2566
srawui.khj@rmutto.ac.th,Cs12345678,311511466070-4,ศราวุฒิ,ขจรศักดิ์,23-09-2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2566
wrwichy.sir@rmutto.ac.th,Cs12345678,338885539766-1,วรวิชญ์,ศิริวัฒน์,17-02-2543,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2566
jindaphr.ksa@rmutto.ac.th,Cs12345678,667335253651-1,จินดาภร,กฤษณะ,14-08-2547,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,332602797672-1,2566
santi.pri@rmutto.ac.th,Cs12345678,133900154360-0,สันติ,ปริญญ์,3/9/2545,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,332602797672-1,2565
suphaphr.pri@rmutto.ac.th,Cs12345678,401588181546-7,สุภาพร,ปรีชา,3/8/2545,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2566
thnphl.pha@rmutto.ac.th,Cs12345678,804493439280-0,ธนพล,ภัทรพงษ์,19-05-2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2565
wremth.phi@rmutto.ac.th,Cs12345678,211349984372-1,วรเมธ,พีรพงษ์,22-05-2548,ไม่ระบุ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2565
aphngs.oph@rmutto.ac.th,Cs12345678,892105862008-7,ณัฐพงษ์,อภิชาติ,3/1/2544,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,332602797672-1,2565
wremth.sir@rmutto.ac.th,Cs12345678,602306497612-0,วรเมธ,สิริวัฒน์,11/8/2546,คริสต์,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2566
suphawdi.khu@rmutto.ac.th,Cs12345678,544145262799-0,สุภาวดี,คุ้มวงศ์,9/5/2546,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2566
sujitra.phi@rmutto.ac.th,Cs12345678,922442384099-2,สุจิตรา,พีรพัฒน์,8/3/2545,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2567
oajchra.jak@rmutto.ac.th,Cs12345678,382615509438-7,อัจฉรา,จักรพงศ์,26-06-2545,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2567
wrphl.sur@rmutto.ac.th,Cs12345678,426060657863-0,วรพล,สุริยะ,26-07-2543,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2567
jiraphr.phn@rmutto.ac.th,Cs12345678,707064424533-0,จิราภรณ์,พงศ์ธร,21-03-2547,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,635833065906-1,2566
wisrut.aph@rmutto.ac.th,Cs12345678,546717791418-1,วิศรุต,ณัฐพงษ์,6/1/2547,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,193129348485-4,2565
phathrphl.sup@rmutto.ac.th,Cs12345678,551520955715-8,ภัทรพล,ศุภพงษ์,2/9/2547,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2566
ssithr.pha@rmutto.ac.th,Cs12345678,646318948151-9,ศศิธร,ภานุพงศ์,16-03-2543,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,635833065906-1,2566
ophichati.jit@rmutto.ac.th,Cs12345678,494589577813-7,อภิชาติ,จิตตะวี,16-02-2548,ไม่ระบุ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,636634313387-1,2567
jindaphr.thn@rmutto.ac.th,Cs12345678,835560327448-5,จินดาภร,ธนากร,21-11-2548,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด,682974911675-2,2567
nphdl.thi@rmutto.ac.th,Cs12345678,449430495967-6,นพดล,ธีรพงศ์,21-05-2547,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2567
ophiratn.wic@rmutto.ac.th,Cs12345678,514090323461-0,อภิรัตน์,วิชิต,25-04-2543,ไม่ระบุ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,227571974148-8,2567
wichit.oph@rmutto.ac.th,Cs12345678,562988369959-8,วิชิต,อภิชัย,5/12/2549,คริสต์,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,227571974148-8,2565
chnika.pit@rmutto.ac.th,Cs12345678,677932486265-4,ชนิกา,ปณิธาน,28-03-2543,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,642312664892-5,2567
puwich.sup@rmutto.ac.th,Cs12345678,900587966977-5,ปุณณวิช,ศุภพงษ์,9/2/2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2567
kantthira.wre@rmutto.ac.th,Cs12345678,331153823456-0,กานต์ธีรา,วรเวช,28-04-2545,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2565
phimphaij.sra@rmutto.ac.th,Cs12345678,407919807469-8,พิมพ์ใจ,ศราวุธ,9/9/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2566
sunthri.oak@rmutto.ac.th,Cs12345678,139023422243-5,สุนทรี,อัครพล,18-03-2547,อิสลาม,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2567
kittiphngs.sit@rmutto.ac.th,Cs12345678,140809164354-5,กิตติพงษ์,สิทธิชัย,2/8/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2567
bdinthr.nph@rmutto.ac.th,Cs12345678,480849750720-2,บดินทร์,นพดล,5/8/2548,คริสต์,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2566
wrayya.sit@rmutto.ac.th,Cs12345678,147359108926-3,วรัญญา,สิทธิพงษ์,12/5/2549,พุทธ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2566
jiraphr.cha@rmutto.ac.th,Cs12345678,542417900623-8,จิราภรณ์,ชัยมงคล,11/7/2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2567
thwachphngs.pay@rmutto.ac.th,Cs12345678,387174929025-9,ธวัชพงศ์,ปัญญา,8/4/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2566
siwkr.smb@rmutto.ac.th,Cs12345678,649035196658-4,ศิวกร,สมบูรณ์,15-02-2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2565
phrri.pit@rmutto.ac.th,Cs12345678,732476726545-3,พรรณี,ปิติพงศ์,7/5/2545,พุทธ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2567
wrwithy.piy@rmutto.ac.th,Cs12345678,714510237561-3,วรวิทย์,ปิยวัฒน์,3/1/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2565
aa.sur@rmutto.ac.th,Cs12345678,636543252190-5,ณัฐฐา,สุริยะ,9/1/2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2566
thnkr.phu@rmutto.ac.th,Cs12345678,686097795400-4,ธนกร,ภูมิวัฒน์,22-06-2548,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,642312664892-5,2567
phathrphngs.chw@rmutto.ac.th,Cs12345678,673474935333-6,ภัทรพงศ์,ชวลิต,5/8/2549,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,227571974148-8,2567
jindaratn.mon@rmutto.ac.th,Cs12345678,453126631756-9,จินดารัตน์,มโนชัย,13-07-2547,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,642312664892-5,2567
parichati.smb@rmutto.ac.th,Cs12345678,951247583824-6,ปาริชาติ,สมบูรณ์,16-09-2543,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2566
prems.sup@rmutto.ac.th,Cs12345678,108874394747-6,ปรเมศ,ศุภพงษ์,18-05-2548,พุทธ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2567
suthida.sak@rmutto.ac.th,Cs12345678,729001352644-1,สุธิดา,ศักดากร,12/8/2547,อิสลาม,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2566
thwach.phk@rmutto.ac.th,Cs12345678,656684238146-6,ธวัช,พฤกษ์ทวี,12/6/2548,พุทธ,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,803982487249-9,2566
sunthri.puw@rmutto.ac.th,Cs12345678,746005137744-9,สุนทรี,ปุณณวิช,5/5/2546,พุทธ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,227571974148-8,2565
orthay.phi@rmutto.ac.th,Cs12345678,330007220881-2,อรทัย,พีรพล,1/10/2548,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,227571974148-8,2567
juamas.sri@rmutto.ac.th,Cs12345678,330365780939-0,จุฑามาศ,ศรีมงคล,23-12-2545,คริสต์,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,152437277812-4,2565
mngkhl.nph@rmutto.ac.th,Cs12345678,410275870925-4,มงคล,นฤพนธ์,17-07-2544,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การตลาด ,964372653902-2,2566
suphwichy.san@rmutto.ac.th,Cs12345678,895191798236-0,ศุภวิชญ์,สันติวงศ์,16-09-2543,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2565
suwichcha.thn@rmutto.ac.th,Cs12345678,398038391009-4,สุวิชชา,ธนพล,13-06-2547,พุทธ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
jiraphr.thn@rmutto.ac.th,Cs12345678,852563212706-0,จิราภรณ์,ธนวัฒน์,19-07-2546,อิสลาม,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2567
sunthri.swa@rmutto.ac.th,Cs12345678,445522670005-2,สุนทรี,สวัสดิ์สุข,8/7/2545,ไม่ระบุ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2565
ophirdi.phr@rmutto.ac.th,Cs12345678,411317944656-1,อภิรดี,พรเทพ,2/1/2544,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2565
jiraphr.wrp@rmutto.ac.th,Cs12345678,254008131649-9,จิราพร,วรพล,24-08-2549,ไม่ระบุ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2566
thirphan.mir@rmutto.ac.th,Cs12345678,976065769925-5,ธีรพัฒน์,มณีรัตน์,17-12-2549,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2565
thnakr.pit@rmutto.ac.th,Cs12345678,293084138191-0,ธนากร,ปิติศักดิ์,25-09-2543,ไม่ระบุ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
ophichya.pha@rmutto.ac.th,Cs12345678,981449455425-5,อภิชญา,ภานุวิชญ์,21-12-2544,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
thnkt.phr@rmutto.ac.th,Cs12345678,786182640402-4,ธนกฤต,พรเทพ,18-02-2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
wraphr.wis@rmutto.ac.th,Cs12345678,844778755539-2,วราภรณ์,วิศรุต,23-04-2545,พุทธ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
pida.kit@rmutto.ac.th,Cs12345678,983272808534-9,ปณิดา,กิตติพงศ์,18-01-2548,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
thiredch.wrc@rmutto.ac.th,Cs12345678,518293223136-1,ธีรเดช,วรชาติ,18-07-2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2566
oaychna.kit@rmutto.ac.th,Cs12345678,266796436110-3,อัญชนา,กิตติพงษ์,12/1/2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2565
kittiphan.thn@rmutto.ac.th,Cs12345678,579540577385-3,กิตติพัฒน์,ธนวัฒน์,7/11/2549,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
oaychna.onu@rmutto.ac.th,Cs12345678,477140354054-3,อัญชนา,อนุชา,23-10-2547,อิสลาม,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2566
phirphan.khu@rmutto.ac.th,Cs12345678,878107291479-4,พีรพัฒน์,คุ้มวงศ์,7/12/2544,คริสต์,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2566
priyya.oak@rmutto.ac.th,Cs12345678,621148148505-3,ปริญญา,อัครพล,28-03-2546,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
ophisiththi.kit@rmutto.ac.th,Cs12345678,496691191470-9,อภิสิทธิ์,กิตติพงษ์,1/12/2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
jindaratn.phn@rmutto.ac.th,Cs12345678,971692410748-4,จินดารัตน์,พงศ์เดช,19-01-2543,คริสต์,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2565
phirphl.wrc@rmutto.ac.th,Cs12345678,738624203178-9,พีรพล,วรชาติ,20-09-2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2565
phathredch.cha@rmutto.ac.th,Cs12345678,942905729794-1,ภัทรเดช,ชัยมงคล,6/3/2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
thnida.buy@rmutto.ac.th,Cs12345678,163975201307-4,ธนิดา,บุญมี,16-04-2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2567
jirphph.sra@rmutto.ac.th,Cs12345678,808583995977-6,จิรภพ,ศราวุธ,12/8/2544,อิสลาม,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
sujitra.pha@rmutto.ac.th,Cs12345678,748610851779-0,สุจิตรา,ภานุพงษ์,17-05-2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2567
thrngphl.sup@rmutto.ac.th,Cs12345678,583843627960-8,ทรงพล,ศุภพงษ์,3/11/2544,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2567
suthida.onu@rmutto.ac.th,Cs12345678,487652948516-9,สุธิดา,อนุวัฒน์,26-07-2547,อิสลาม,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2567
ssithr.aph@rmutto.ac.th,Cs12345678,200660424561-5,ศศิธร,ณัฐพงษ์,7/3/2547,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
phanuwichy.suw@rmutto.ac.th,Cs12345678,587619361612-0,ภานุวิชญ์,สุวรรณ,16-03-2546,พุทธ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
priyya.wrp@rmutto.ac.th,Cs12345678,411932797182-0,ปริญญา,วรพัฒน์,18-04-2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2567
kittiphngs.oph@rmutto.ac.th,Cs12345678,928893494684-7,กิตติพงษ์,อภิวัฒน์,5/3/2546,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2566
sirinthr.cha@rmutto.ac.th,Cs12345678,689042154471-9,สิรินทร์,ชัชวาล,21-10-2547,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
chutima.pha@rmutto.ac.th,Cs12345678,178951357151-7,ชุติมา,ภัทรเดช,6/1/2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2566
oayyaratn.phu@rmutto.ac.th,Cs12345678,603949420746-7,อัญญารัตน์,ภู่ทอง,18-05-2547,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2566
kittiphan.puw@rmutto.ac.th,Cs12345678,424221325260-9,กิตติพัฒน์,ปุณณวิช,20-10-2546,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
nanthna.wic@rmutto.ac.th,Cs12345678,574225763286-3,นันทนา,วิชิต,25-09-2546,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
oronngkh.wic@rmutto.ac.th,Cs12345678,546736156192-8,อรอนงค์,วิชชุวัฒน์,16-10-2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2567
phimphchnk.awu@rmutto.ac.th,Cs12345678,579819137287-6,พิมพ์ชนก,ณัฐวุฒิ,23-12-2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
ophiratn.oak@rmutto.ac.th,Cs12345678,828537164619-9,อภิรัตน์,อัครวัฒน์,20-01-2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2567
jindaratnphr.sin@rmutto.ac.th,Cs12345678,454391374043-9,จินดารัตน์พร,สิงห์ทอง,23-08-2549,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2567
nthi.puw@rmutto.ac.th,Cs12345678,261635763552-7,นที,ปุณณวิช,13-05-2547,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2565
oaychuli.thn@rmutto.ac.th,Cs12345678,618833129377-8,อัญชุลี,ธนกร,17-09-2544,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,554688326168-0,2566
suthasini.wrc@rmutto.ac.th,Cs12345678,342268887116-0,สุธาสินี,วรชาติ,11/7/2546,คริสต์,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2567
wrutm.phi@rmutto.ac.th,Cs12345678,977060290465-3,วรุตม์,พีรพัฒน์,10/12/2543,คริสต์,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
jarui.sur@rmutto.ac.th,Cs12345678,522256658093-8,จารุณี,สุรศักดิ์,24-09-2543,ไม่ระบุ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2565
suriyratn.aek@rmutto.ac.th,Cs12345678,658306531930-1,สุรีย์รัตน์,แก้วใส,11/8/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
wilawaly.sud@rmutto.ac.th,Cs12345678,910922235039-5,วิลาวัลย์,สุดใจ,4/1/2548,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2566
ophirdi.wir@rmutto.ac.th,Cs12345678,109285546695-8,อภิรดี,วีระพงษ์,17-10-2543,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
onant.onu@rmutto.ac.th,Cs12345678,694231934050-1,อนันต์,อนุชา,17-11-2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2566
wichay.wic@rmutto.ac.th,Cs12345678,518386761036-7,วิชาญ,วิชิต,7/6/2548,ไม่ระบุ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
jintna.kul@rmutto.ac.th,Cs12345678,772942795545-9,จินตนา,กุลประเสริฐ,14-09-2545,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
aphl.phn@rmutto.ac.th,Cs12345678,998124768200-4,ณัฐพล,พงศกร,2/6/2546,อิสลาม,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2566
kittiphngs.sur@rmutto.ac.th,Cs12345678,101058955313-2,กิตติพงษ์,สุริยะ,26-05-2549,พุทธ,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
wremth.kit@rmutto.ac.th,Cs12345678,184011870877-0,วรเมธ,กิตติภพ,2/9/2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
pithan.oph@rmutto.ac.th,Cs12345678,663921878552-4,ปณิธาน,อภิชัย,5/7/2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2565
suwlaks.thn@rmutto.ac.th,Cs12345678,740316712825-8,สุวลักษณ์,ธนากร,28-06-2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,431398638300-6,2565
thnkr.sri@rmutto.ac.th,Cs12345678,802419248091-7,ธนกร,ศรีสุวรรณ,20-08-2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2567
nphdl.suw@rmutto.ac.th,Cs12345678,664374765493-8,นพดล,สุวรรณชัย,2/12/2549,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
ktphph.pay@rmutto.ac.th,Cs12345678,828844139802-7,กฤตภพ,ปัญญา,24-12-2547,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,174535731164-6,2566
phirphathr.thn@rmutto.ac.th,Cs12345678,725753776254-3,พีรภัทร์,ธนพงษ์,16-07-2545,พุทธ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2565
priyya.oin@rmutto.ac.th,Cs12345678,860315165688-3,ปริญญา,อินทร์แก้ว,9/12/2548,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,366969416850-3,2565
chutima.wrw@rmutto.ac.th,Cs12345678,673524836909-3,ชุติมา,วรวิชญ์,10/7/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,การบัญชี,467738310725-2,2565
