Users_Email,Users_Password,Student_Code,Student_FirstName,Student_LastName,Student_Birthdate,Student_Religion,Student_MedicalProblem,Faculty_Name,Department_Name,Teacher_Code,Student_AcademicYear
wrrpha.thi@rmutto.ac.th,Cs12345678,950686262683-8,วรรณภา,ธีรพงศ์,15/9/2543,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,618227101338-1,2567
wrwichy.sma@rmutto.ac.th,Cs12345678,348445358034-0,วรวิชญ์,สมาน,7/10/2548,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,288970623568-5,2565
oakhrphl.ksa@rmutto.ac.th,Cs12345678,653486896177-9,อัครพล,กฤษณะ,8/4/2546,อิสลาม,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,288970623568-5,2567
surechs.thn@rmutto.ac.th,Cs12345678,566075633050-0,สุรเชษฐ์,ธนพงษ์,18/3/2549,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,288970623568-5,2566
priyya.wrp@rmutto.ac.th,Cs12345678,769453651441-0,ปริญญา,วรพัฒน์,15/9/2549,คริสต์,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,618227101338-1,2567
wrwithy.phr@rmutto.ac.th,Cs12345678,709564367795-5,วรวิทย์,พรหมเทพ,20/11/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,288970623568-5,2567
suthasini.thi@rmutto.ac.th,Cs12345678,544985854869-8,สุธาสินี,ธีรพงศ์,23/5/2547,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีสารสนเทศ,618227101338-1,2567
jiraphr.nph@rmutto.ac.th,Cs12345678,626403622420-9,จิราภร,นพดล,6/8/2547,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
wrutm.pha@rmutto.ac.th,Cs12345678,818558908355-1,วรุตม์,ภานุพงษ์,5/4/2547,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2565
jindaphr.sur@rmutto.ac.th,Cs12345678,557006155251-1,จินดาพร,สุรศักดิ์,23/4/2546,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
phngskr.sir@rmutto.ac.th,Cs12345678,631020687631-6,พงศกร,สิริวัฒน์,7/6/2547,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
dnay.wra@rmutto.ac.th,Cs12345678,806372549180-7,ดนัย,วรากร,19/8/2545,คริสต์,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
oiththiphngs.phn@rmutto.ac.th,Cs12345678,171831805633-4,อิทธิพงษ์,พงศกร,20/10/2548,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2565
jarui.pit@rmutto.ac.th,Cs12345678,784398332523-9,จารุณี,ปณิธาน,20/3/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2565
oaychna.ksd@rmutto.ac.th,Cs12345678,460381225800-2,อัญชนา,กฤษดา,27/7/2545,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2565
thiryuthth.phu@rmutto.ac.th,Cs12345678,517440643807-5,ธีรยุทธ,พูนทรัพย์,27/2/2548,คริสต์,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
chwlit.wrw@rmutto.ac.th,Cs12345678,101893580862-2,ชวลิต,วรวิทย์,14/3/2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
sukayyaratn.thr@rmutto.ac.th,Cs12345678,175895362975-5,สุกัญญารัตน์,ธรรมโชติ,12/10/2549,พุทธ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2567
sukayya.swa@rmutto.ac.th,Cs12345678,747048319891-8,สุกัญญา,สวัสดิ์สุข,5/9/2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
jindaphr.kit@rmutto.ac.th,Cs12345678,946986160359-6,จินดาพร,กิตติพงศ์,19/10/2546,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
wrali.pha@rmutto.ac.th,Cs12345678,263653423787-8,วราลี,ภานุพงศ์,15/2/2548,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
phirphan.suk@rmutto.ac.th,Cs12345678,927037471605-6,พีรพัฒน์,สุขใส,19/9/2547,พุทธ,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
priyya.thn@rmutto.ac.th,Cs12345678,560442615955-4,ปริญญา,ธนพงษ์,23/1/2549,พุทธ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
phngssiththi.sin@rmutto.ac.th,Cs12345678,441962513020-8,พงศ์สิทธิ์,สิงห์ทอง,20/4/2548,อิสลาม,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
dnay.oak@rmutto.ac.th,Cs12345678,942473227574-6,ดนัย,อัครวัฒน์,22/2/2549,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2567
wrwichy.wic@rmutto.ac.th,Cs12345678,466155847667-1,วรวิชญ์,วิชชุวัฒน์,12/9/2547,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2565
sirikayjn.eph@rmutto.ac.th,Cs12345678,821822931258-2,ศิริกาญจน์,เพชรศรี,24/11/2548,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
phngsphathr.phu@rmutto.ac.th,Cs12345678,939688477043-2,พงศ์ภัทร,ภูมิวัฒน์,11/7/2544,ไม่ระบุ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
jiraphr.pha@rmutto.ac.th,Cs12345678,335336673407-6,จิราพร,ภัทรเดช,18/3/2548,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2566
suphaphr.phn@rmutto.ac.th,Cs12345678,205981614059-2,สุภาพร,พงศ์เดช,8/12/2544,อิสลาม,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2566
thnphl.wrw@rmutto.ac.th,Cs12345678,354166806936-7,ธนพล,วรวิทย์,27/5/2545,พุทธ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
ophichya.wrp@rmutto.ac.th,Cs12345678,307815196206-9,อภิชญา,วรพล,10/9/2543,ไม่ระบุ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
onant.puw@rmutto.ac.th,Cs12345678,476860439035-7,อนันต์,ปุณณวิช,6/5/2545,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
phumiwan.wra@rmutto.ac.th,Cs12345678,591059760004-9,ภูมิวัฒน์,วรากร,23/9/2547,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2566
phirphl.sup@rmutto.ac.th,Cs12345678,395322131795-1,พีรพล,ศุภวิชญ์,21/4/2543,พุทธ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
thnwan.phu@rmutto.ac.th,Cs12345678,868516594367-4,ธนวัฒน์,ภูมิพงษ์,22/7/2547,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
kongphph.cha@rmutto.ac.th,Cs12345678,939628963673-8,ก้องภพ,ชัยวัฒนา,5/5/2546,คริสต์,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
suwarinthr.phk@rmutto.ac.th,Cs12345678,939782812807-8,สุวารินทร์,พฤกษ์ทวี,24/4/2543,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
phumiwan.pha@rmutto.ac.th,Cs12345678,991185733546-6,ภูมิวัฒน์,ภักดี,17/6/2544,คริสต์,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
wiail.sri@rmutto.ac.th,Cs12345678,137423160315-9,วิไล,ศรีมงคล,26/10/2548,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2567
phakhphumi.thn@rmutto.ac.th,Cs12345678,475136654765-9,ภาคภูมิ,ธนาธิป,9/11/2544,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2567
thnphl.sir@rmutto.ac.th,Cs12345678,754866524656-7,ธนพล,ศิริพงษ์,10/12/2543,พุทธ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
chnidapha.puw@rmutto.ac.th,Cs12345678,930490605831-5,ชนิดาภา,ปุณณวิช,6/12/2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2567
oayya.phn@rmutto.ac.th,Cs12345678,610388526522-2,อัญญา,พงศกร,26/8/2546,ไม่ระบุ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2566
chyphl.phn@rmutto.ac.th,Cs12345678,340865452157-7,ชยพล,พงศ์ธร,14/12/2545,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2567
phirphan.onu@rmutto.ac.th,Cs12345678,896226322141-6,พีรพัฒน์,อนุชิต,9/2/2548,คริสต์,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2565
bdinthr.pha@rmutto.ac.th,Cs12345678,922284611364-3,บดินทร์,ภัทรเดช,7/11/2544,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2566
phumiwan.thn@rmutto.ac.th,Cs12345678,557826285532-0,ภูมิวัฒน์,ธนกฤต,20/2/2548,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2567
ks.phu@rmutto.ac.th,Cs12345678,360682978622-7,กฤษณ์,ภู่ทอง,23/10/2543,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
oayya.thw@rmutto.ac.th,Cs12345678,522631684443-9,อัญญา,ทวีวงศ์,7/3/2546,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2566
bdinthr.jir@rmutto.ac.th,Cs12345678,782951789685-1,บดินทร์,จิรพัฒน์,10/3/2546,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2567
phngskr.pra@rmutto.ac.th,Cs12345678,891397307785-7,พงศกร,ปราโมทย์,25/10/2545,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
ophichya.thn@rmutto.ac.th,Cs12345678,446972776690-3,อภิชญา,ธนวัฒน์,4/3/2549,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2565
ophichay.wir@rmutto.ac.th,Cs12345678,453687225621-3,อภิชัย,วีระพงษ์,3/10/2548,พุทธ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2567
smbur.cha@rmutto.ac.th,Cs12345678,272390235739-3,สมบูรณ์,ชัยวัฒนา,19/7/2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2567
sunisa.cha@rmutto.ac.th,Cs12345678,115084115243-6,สุนิสา,ชัยมงคล,9/12/2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
buysng.khj@rmutto.ac.th,Cs12345678,246164284389-2,บุญส่ง,ขจรศักดิ์,7/12/2543,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
puwich.ejr@rmutto.ac.th,Cs12345678,752665422006-6,ปุณณวิช,เจริญสุข,22/5/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
suwlaks.thn@rmutto.ac.th,Cs12345678,275915169975-8,สุวลักษณ์,ธนวัฒน์,25/4/2549,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2566
phrthiphy.thn@rmutto.ac.th,Cs12345678,297938680149-5,พรทิพย์,ธนกฤต,2/4/2548,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
santisukh.thw@rmutto.ac.th,Cs12345678,906824326837-2,สันติสุข,ทวีวงศ์,17/11/2547,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
suriyphr.wre@rmutto.ac.th,Cs12345678,382446575201-1,สุรีย์พร,วรเวช,11/7/2547,คริสต์,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2567
wraphr.buy@rmutto.ac.th,Cs12345678,691941781967-9,วราภรณ์,บุญมี,19/9/2543,คริสต์,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
nrinthr.wic@rmutto.ac.th,Cs12345678,665742646647-9,นรินทร์,วิชชุวัฒน์,28/6/2545,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
kwin.phi@rmutto.ac.th,Cs12345678,967772205367-2,กวิน,พีรพล,21/6/2545,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2566
santi.pit@rmutto.ac.th,Cs12345678,795160666664-6,สันติ,ปิติศักดิ์,20/7/2546,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2567
thnakr.pha@rmutto.ac.th,Cs12345678,739766458778-5,ธนากร,ภัทรพล,10/9/2548,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2567
phanuphngs.puw@rmutto.ac.th,Cs12345678,133184414170-2,ภานุพงษ์,ปุณณวิช,10/8/2543,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
eokphph.pha@rmutto.ac.th,Cs12345678,879514692832-5,เอกภพ,ภานุพงษ์,10/7/2547,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
thnphngs.oph@rmutto.ac.th,Cs12345678,507494104020-3,ธนพงษ์,อภิชัย,15/2/2549,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
ophichay.wrw@rmutto.ac.th,Cs12345678,121536737888-6,อภิชัย,วรวิชญ์,7/8/2546,อิสลาม,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,199205142999-4,2566
jakrin.sup@rmutto.ac.th,Cs12345678,576869947151-5,จักริน,ศุภวิชญ์,28/3/2549,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,629083501203-2,2565
kittiphan.khn@rmutto.ac.th,Cs12345678,701944722716-9,กิตติพัฒน์,คงเดช,16/8/2544,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,786257909750-2,2565
sirinthr.phu@rmutto.ac.th,Cs12345678,492907253703-3,สิรินทร์,พูนสิน,18/11/2543,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2567
oaychna.phi@rmutto.ac.th,Cs12345678,148352550796-1,อัญชนา,พีรพงษ์,9/8/2549,ไม่ระบุ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2565
wilawaly.sud@rmutto.ac.th,Cs12345678,729598299890-3,วิลาวัลย์,สุดใจ,28/6/2546,พุทธ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,789839257012-5,2565
phrri.thn@rmutto.ac.th,Cs12345678,491647394686-6,พรรณี,ธนากร,4/7/2543,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง,484527218572-6,2567
suphaphr.phi@rmutto.ac.th,Cs12345678,523770544729-9,สุภาพร,พีรพัฒน์,22/7/2546,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2566
phiphan.wrc@rmutto.ac.th,Cs12345678,450950357740-9,พิพัฒน์,วรชาติ,4/11/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2565
kongphph.phr@rmutto.ac.th,Cs12345678,603500801884-8,ก้องภพ,พรชัย,16/12/2546,ไม่ระบุ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2566
siriratn.kit@rmutto.ac.th,Cs12345678,429594432925-9,ศิริรัตน์,กิตติศักดิ์,28/3/2543,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2566
oaychna.pit@rmutto.ac.th,Cs12345678,603294346953-6,อัญชนา,ปิติพงศ์,5/9/2545,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
phimphchnk.wrp@rmutto.ac.th,Cs12345678,422708392272-9,พิมพ์ชนก,วรพล,25/5/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
kittiphan.sir@rmutto.ac.th,Cs12345678,840782123087-4,กิตติพัฒน์,ศิริพงษ์,15/6/2544,พุทธ,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
wrphanth.phr@rmutto.ac.th,Cs12345678,396308941485-9,วรพันธ์,พรเทพ,19/3/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2566
wrali.sak@rmutto.ac.th,Cs12345678,847201583282-2,วราลี,ศักดากร,20/2/2549,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2567
oayphachr.thi@rmutto.ac.th,Cs12345678,158727561332-3,อัญพัชร,ธีรเดช,5/1/2544,ไม่ระบุ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
awui.phu@rmutto.ac.th,Cs12345678,904010756520-3,ณัฐวุฒิ,ภูมิพงษ์,11/7/2547,พุทธ,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
phirphl.puw@rmutto.ac.th,Cs12345678,499328351922-0,พีรพล,ปุณณวิช,3/2/2544,พุทธ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
mukda.wrp@rmutto.ac.th,Cs12345678,841312646460-8,มุกดา,วรพัฒน์,23/2/2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2567
thirphan.phu@rmutto.ac.th,Cs12345678,246723838494-3,ธีรพัฒน์,ภู่ทอง,15/9/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
phumi.phu@rmutto.ac.th,Cs12345678,441877434007-4,ภูมิ,พูนสิน,26/3/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2567
phuiphngs.awu@rmutto.ac.th,Cs12345678,831523376381-3,พุฒิพงษ์,ณัฐวุฒิ,13/8/2546,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2565
sirikayjn.sit@rmutto.ac.th,Cs12345678,671383796727-3,ศิริกาญจน์,สิทธิชัย,3/9/2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
jirphngs.phu@rmutto.ac.th,Cs12345678,243747132952-6,จิรพงศ์,ภู่ทอง,16/5/2543,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
suwdi.nph@rmutto.ac.th,Cs12345678,102488876790-0,สุวดี,นพดล,6/9/2544,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2566
wisrut.phr@rmutto.ac.th,Cs12345678,106438170292-2,วิศรุต,พรเทพ,28/10/2544,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2567
phirphl.sma@rmutto.ac.th,Cs12345678,241070339672-3,พีรพล,สมาน,1/12/2545,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2565
suphichcha.cha@rmutto.ac.th,Cs12345678,899620112417-6,สุพิชชา,ชัยชนะ,10/6/2543,ไม่ระบุ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2565
phngskr.sit@rmutto.ac.th,Cs12345678,950730777084-1,พงศกร,สิทธิพงษ์,11/12/2546,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2565
siththiphngs.puw@rmutto.ac.th,Cs12345678,168814984508-1,สิทธิพงษ์,ปุณณวิช,27/6/2543,คริสต์,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2566
