"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"dnay.oak@rmutto.ac.th","Cs12345678","942473227574-6","ดนัย","อัครวัฒน์","0851021779","22-02-2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2567"
"wrwichy.wic@rmutto.ac.th","Cs12345678","466155847667-1","วรวิชญ์","วิชชุวัฒน์","0979806591","12/9/2547","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2565"
"sirikayjn.eph@rmutto.ac.th","Cs12345678","821822931258-2","ศิริกาญจน์","เพชรศรี","0621141857","24-11-2548","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"phngsphathr.phu@rmutto.ac.th","Cs12345678","939688477043-2","พงศ์ภัทร","ภูมิวัฒน์","0621283744","11/7/2544","ไม่ระบุ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2566"
"jiraphr.pha@rmutto.ac.th","Cs12345678","335336673407-6","จิราพร","ภัทรเดช","0993641725","18-03-2548","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2566"
"suphaphr.phn@rmutto.ac.th","Cs12345678","205981614059-2","สุภาพร","พงศ์เดช","0883253280","8/12/2544","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2566"
"thnphl.wrw@rmutto.ac.th","Cs12345678","354166806936-7","ธนพล","วรวิทย์","0812179710","27-05-2545","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"ophichya.wrp@rmutto.ac.th","Cs12345678","307815196206-9","อภิชญา","วรพล","0905424993","10/9/2543","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2565"
"onant.puw@rmutto.ac.th","Cs12345678","476860439035-7","อนันต์","ปุณณวิช","0919271421","6/5/2545","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"phumiwan.wra@rmutto.ac.th","Cs12345678","591059760004-9","ภูมิวัฒน์","วรากร","0901877010","23-09-2547","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2566"
"phirphl.sup@rmutto.ac.th","Cs12345678","395322131795-1","พีรพล","ศุภวิชญ์","0864790026","21-04-2543","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"thnwan.phu@rmutto.ac.th","Cs12345678","868516594367-4","ธนวัฒน์","ภูมิพงษ์","0910358369","22-07-2547","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"kongphph.cha@rmutto.ac.th","Cs12345678","939628963673-8","ก้องภพ","ชัยวัฒนา","0846878070","5/5/2546","คริสต์","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"suwarinthr.phk@rmutto.ac.th","Cs12345678","939782812807-8","สุวารินทร์","พฤกษ์ทวี","0964809492","24-04-2543","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"phumiwan.pha@rmutto.ac.th","Cs12345678","991185733546-6","ภูมิวัฒน์","ภักดี","0814505692","17-06-2544","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"wiail.sri@rmutto.ac.th","Cs12345678","137423160315-9","วิไล","ศรีมงคล","0855349923","26-10-2548","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2567"
"phakhphumi.thn@rmutto.ac.th","Cs12345678","475136654765-9","ภาคภูมิ","ธนาธิป","0877948565","9/11/2544","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2567"
"thnphl.sir@rmutto.ac.th","Cs12345678","754866524656-7","ธนพล","ศิริพงษ์","0840566459","10/12/2543","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"chnidapha.puw@rmutto.ac.th","Cs12345678","930490605831-5","ชนิดาภา","ปุณณวิช","0914584177","6/12/2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2567"
"oayya.phn@rmutto.ac.th","Cs12345678","610388526522-2","อัญญา","พงศกร","0921345362","26-08-2546","ไม่ระบุ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2566"
"chyphl.phn@rmutto.ac.th","Cs12345678","340865452157-7","ชยพล","พงศ์ธร","0642003960","14-12-2545","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2567"
"phirphan.onu@rmutto.ac.th","Cs12345678","896226322141-6","พีรพัฒน์","อนุชิต","0699173836","9/2/2548","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2565"
"bdinthr.pha@rmutto.ac.th","Cs12345678","922284611364-3","บดินทร์","ภัทรเดช","0912942146","7/11/2544","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2566"
"phumiwan.thn@rmutto.ac.th","Cs12345678","557826285532-0","ภูมิวัฒน์","ธนกฤต","0613541385","20-02-2548","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2567"
"ks.phu@rmutto.ac.th","Cs12345678","360682978622-7","กฤษณ์","ภู่ทอง","0614900596","23-10-2543","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2565"
"oayya.thw@rmutto.ac.th","Cs12345678","522631684443-9","อัญญา","ทวีวงศ์","0952815436","7/3/2546","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2566"
"bdinthr.jir@rmutto.ac.th","Cs12345678","782951789685-1","บดินทร์","จิรพัฒน์","0836686682","10/3/2546","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2567"
"phngskr.pra@rmutto.ac.th","Cs12345678","891397307785-7","พงศกร","ปราโมทย์","0904304926","25-10-2545","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2566"
"ophichya.thn@rmutto.ac.th","Cs12345678","446972776690-3","อภิชญา","ธนวัฒน์","0846248239","4/3/2549","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2565"
"ophichay.wir@rmutto.ac.th","Cs12345678","453687225621-3","อภิชัย","วีระพงษ์","0820395513","3/10/2548","พุทธ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2567"
"smbur.cha@rmutto.ac.th","Cs12345678","272390235739-3","สมบูรณ์","ชัยวัฒนา","0913036344","19-07-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2567"
"sunisa.cha@rmutto.ac.th","Cs12345678","115084115243-6","สุนิสา","ชัยมงคล","0621254534","9/12/2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"buysng.khj@rmutto.ac.th","Cs12345678","246164284389-2","บุญส่ง","ขจรศักดิ์","0666256705","7/12/2543","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"puwich.ejr@rmutto.ac.th","Cs12345678","752665422006-6","ปุณณวิช","เจริญสุข","0994991651","22-05-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"suwlaks.thn@rmutto.ac.th","Cs12345678","275915169975-8","สุวลักษณ์","ธนวัฒน์","0615521378","25-04-2549","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2566"
"phrthiphy.thn@rmutto.ac.th","Cs12345678","297938680149-5","พรทิพย์","ธนกฤต","0902981182","2/4/2548","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"santisukh.thw@rmutto.ac.th","Cs12345678","906824326837-2","สันติสุข","ทวีวงศ์","0658755624","17-11-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2565"
"suriyphr.wre@rmutto.ac.th","Cs12345678","382446575201-1","สุรีย์พร","วรเวช","0816376990","11/7/2547","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2567"
"wraphr.buy@rmutto.ac.th","Cs12345678","691941781967-9","วราภรณ์","บุญมี","0623266000","19-09-2543","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"nrinthr.wic@rmutto.ac.th","Cs12345678","665742646647-9","นรินทร์","วิชชุวัฒน์","0806713184","28-06-2545","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2566"
"kwin.phi@rmutto.ac.th","Cs12345678","967772205367-2","กวิน","พีรพล","0840600125","21-06-2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2566"
"santi.pit@rmutto.ac.th","Cs12345678","795160666664-6","สันติ","ปิติศักดิ์","0643013035","20-07-2546","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2567"
"thnakr.pha@rmutto.ac.th","Cs12345678","739766458778-5","ธนากร","ภัทรพล","0823633032","10/9/2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2567"
"phanuphngs.puw@rmutto.ac.th","Cs12345678","133184414170-2","ภานุพงษ์","ปุณณวิช","0693645307","10/8/2543","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"eokphph.pha@rmutto.ac.th","Cs12345678","879514692832-5","เอกภพ","ภานุพงษ์","0683243036","10/7/2547","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"thnphngs.oph@rmutto.ac.th","Cs12345678","507494104020-3","ธนพงษ์","อภิชัย","0888483376","15-02-2549","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"ophichay.wrw@rmutto.ac.th","Cs12345678","121536737888-6","อภิชัย","วรวิชญ์","0691610857","7/8/2546","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","199205142999-4","2566"
"jakrin.sup@rmutto.ac.th","Cs12345678","576869947151-5","จักริน","ศุภวิชญ์","0886280481","28-03-2549","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","629083501203-2","2565"
"kittiphan.khn@rmutto.ac.th","Cs12345678","701944722716-9","กิตติพัฒน์","คงเดช","0976427139","16-08-2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","786257909750-2","2565"
"sirinthr.phu@rmutto.ac.th","Cs12345678","492907253703-3","สิรินทร์","พูนสิน","0904748754","18-11-2543","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2567"
"oaychna.phi@rmutto.ac.th","Cs12345678","148352550796-1","อัญชนา","พีรพงษ์","0910960874","9/8/2549","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2565"
"wilawaly.sud@rmutto.ac.th","Cs12345678","729598299890-3","วิลาวัลย์","สุดใจ","0950520556","28-06-2546","พุทธ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","789839257012-5","2565"
"phrri.thn@rmutto.ac.th","Cs12345678","491647394686-6","พรรณี","ธนากร","0915516867","4/7/2543","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เทคโนโลยีโลจิสติกส์และการจัดการระบบขนส่ง","484527218572-6","2567"
"suphaphr.phi@rmutto.ac.th","Cs12345678","523770544729-9","สุภาพร","พีรพัฒน์","0880230220","22-07-2546","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2566"
"phiphan.wrc@rmutto.ac.th","Cs12345678","450950357740-9","พิพัฒน์","วรชาติ","0879100674","4/11/2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2565"
"kongphph.phr@rmutto.ac.th","Cs12345678","603500801884-8","ก้องภพ","พรชัย","0609693922","16-12-2546","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2566"
"siriratn.kit@rmutto.ac.th","Cs12345678","429594432925-9","ศิริรัตน์","กิตติศักดิ์","0601915039","28-03-2543","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2566"
"oaychna.pit@rmutto.ac.th","Cs12345678","603294346953-6","อัญชนา","ปิติพงศ์","0938760861","5/9/2545","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"phimphchnk.wrp@rmutto.ac.th","Cs12345678","422708392272-9","พิมพ์ชนก","วรพล","0850718268","25-05-2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"kittiphan.sir@rmutto.ac.th","Cs12345678","840782123087-4","กิตติพัฒน์","ศิริพงษ์","0980874725","15-06-2544","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"wrphanth.phr@rmutto.ac.th","Cs12345678","396308941485-9","วรพันธ์","พรเทพ","0946427776","19-03-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","570146653886-2","2566"
"wrali.sak@rmutto.ac.th","Cs12345678","847201583282-2","วราลี","ศักดากร","0672201895","20-02-2549","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2567"
"oayphachr.thi@rmutto.ac.th","Cs12345678","158727561332-3","อัญพัชร","ธีรเดช","0924875866","5/1/2544","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2565"
"awui.phu@rmutto.ac.th","Cs12345678","904010756520-3","ณัฐวุฒิ","ภูมิพงษ์","0904023005","11/7/2547","พุทธ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","570146653886-2","2565"
"phirphl.puw@rmutto.ac.th","Cs12345678","499328351922-0","พีรพล","ปุณณวิช","0685844995","3/2/2544","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2565"
"mukda.wrp@rmutto.ac.th","Cs12345678","841312646460-8","มุกดา","วรพัฒน์","0983874220","23-02-2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2567"
"thirphan.phu@rmutto.ac.th","Cs12345678","246723838494-3","ธีรพัฒน์","ภู่ทอง","0903191175","15-09-2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2565"
"phumi.phu@rmutto.ac.th","Cs12345678","441877434007-4","ภูมิ","พูนสิน","0642688433","26-03-2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2567"
"phuiphngs.awu@rmutto.ac.th","Cs12345678","831523376381-3","พุฒิพงษ์","ณัฐวุฒิ","0668314173","13-08-2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2565"
"sirikayjn.sit@rmutto.ac.th","Cs12345678","671383796727-3","ศิริกาญจน์","สิทธิชัย","0918861567","3/9/2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","570146653886-2","2565"
"jirphngs.phu@rmutto.ac.th","Cs12345678","243747132952-6","จิรพงศ์","ภู่ทอง","0935855924","16-05-2543","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"suwdi.nph@rmutto.ac.th","Cs12345678","102488876790-0","สุวดี","นพดล","0917714428","6/9/2544","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2566"
"wisrut.phr@rmutto.ac.th","Cs12345678","106438170292-2","วิศรุต","พรเทพ","0987766010","28-10-2544","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2567"
"phirphl.sma@rmutto.ac.th","Cs12345678","241070339672-3","พีรพล","สมาน","0639260149","1/12/2545","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2565"
"suphichcha.cha@rmutto.ac.th","Cs12345678","899620112417-6","สุพิชชา","ชัยชนะ","0637671870","10/6/2543","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2565"
"phngskr.sit@rmutto.ac.th","Cs12345678","950730777084-1","พงศกร","สิทธิพงษ์","0815693917","11/12/2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2565"
"siththiphngs.puw@rmutto.ac.th","Cs12345678","168814984508-1","สิทธิพงษ์","ปุณณวิช","0631498108","27-06-2543","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2566"
"suwiml.sup@rmutto.ac.th","Cs12345678","700031872997-9","สุวิมล","ศุภพงษ์","0848762952","15-08-2543","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2566"
"jindaratn.kit@rmutto.ac.th","Cs12345678","679615614597-8","จินดารัตน์","กิตติศักดิ์","0651768330","28-03-2545","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","570146653886-2","2567"
"surechs.wrp@rmutto.ac.th","Cs12345678","375258654293-3","สุรเชษฐ์","วรพล","0959159803","19-11-2546","ไม่ระบุ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","570146653886-2","2566"
"chnika.wre@rmutto.ac.th","Cs12345678","124481655685-0","ชนิกา","วรเมธ","0939976163","2/4/2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"awan.thn@rmutto.ac.th","Cs12345678","214874245872-4","ณัฐวัฒน์","ธนวัฒน์","0639185727","20-02-2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2567"
"thrngphl.jit@rmutto.ac.th","Cs12345678","717869212489-9","ทรงพล","จิตต์นที","0883832844","23-12-2543","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2567"
"kantthida.wrp@rmutto.ac.th","Cs12345678","191421788623-3","กันต์ธิดา","วรพล","0806864725","26-09-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2567"
"ks.oak@rmutto.ac.th","Cs12345678","401877835774-0","กฤษณ์","อัครวัฒน์","0948162178","28-09-2543","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"puika.sir@rmutto.ac.th","Cs12345678","794905737426-7","ปุณิกา","ศิริชัย","0989448704","11/9/2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2566"
"suthida.oru@rmutto.ac.th","Cs12345678","485321932196-5","สุธิดา","อรุณวงศ์","0805082553","1/4/2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"jindami.puw@rmutto.ac.th","Cs12345678","121258385991-9","จินดามณี","ปุณณวิช","0804897958","8/7/2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2565"
"juamas.wrw@rmutto.ac.th","Cs12345678","242830612818-8","จุฑามาศ","วรวิชญ์","0974216554","20-01-2547","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2567"
"siththichay.phi@rmutto.ac.th","Cs12345678","707707401441-5","สิทธิชัย","พีรพัฒน์","0907193460","4/10/2543","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"siththisakdi.oph@rmutto.ac.th","Cs12345678","722351899147-3","สิทธิศักดิ์","อภิวัฒน์","0864518946","8/7/2545","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","975226267662-8","2567"
"oaychna.phn@rmutto.ac.th","Cs12345678","942815643112-8","อัญชนา","พงศกร","0990403664","2/2/2545","คริสต์","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2565"
"jaruwrr.nph@rmutto.ac.th","Cs12345678","972731358807-5","จารุวรรณ","นฤพนธ์","0666708873","10/6/2548","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"jindaratnpha.phn@rmutto.ac.th","Cs12345678","589443760027-7","จินดารัตน์ภา","พงศ์ธร","0881554591","27-07-2544","อิสลาม","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","896591513578-8","2565"
"jindami.nph@rmutto.ac.th","Cs12345678","139882650392-9","จินดามณี","นพดล","0624056070","17-08-2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"jintna.sup@rmutto.ac.th","Cs12345678","662599732941-8","จินตนา","ศุภพงษ์","0865134490","23-04-2545","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","651543505435-6","2565"
"suphphngs.cha@rmutto.ac.th","Cs12345678","974780578875-4","ศุภพงษ์","ชัยวัฒนา","0834374178","22-06-2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2566"
"suphawdi.suw@rmutto.ac.th","Cs12345678","190738632097-9","สุภาวดี","สุวรรณชัย","0636265453","13-12-2547","พุทธ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","เศรษฐศาสตร์","510575730455-9","2565"
